#ProteinA	ProteinB	PDB_Code	evidence
P61769	P14079	1HHK,1AO7,2AV7	MI:0114  x-ray crystallography
P61769	P16104	2D31,2DYP	MI:0114  x-ray crystallography
P61769	P16780	2ESV	MI:0114  x-ray crystallography
P61769	P24740	1E27	MI:0114  x-ray crystallography
P61769	P26590	2CII	MI:0114  x-ray crystallography
P61769	P27797	2CLR	MI:0114  x-ray crystallography
P61769	P32241	3B3I,1OGT,1OF2	MI:0114  x-ray crystallography
P61769	P33260	2H6P	MI:0114  x-ray crystallography
P61769	P40967	1TVB,1TVH	MI:0114  x-ray crystallography
P61769	P43355	1W72,3BO8	MI:0114  x-ray crystallography
P61769	P43357	1QEW	MI:0114  x-ray crystallography
P61769	P43358	1I4F	MI:0114  x-ray crystallography
P61769	P43626	1IM9	MI:0114  x-ray crystallography
P61769	P43627	1EFX	MI:0114  x-ray crystallography
P61769	P51965	1XR9	MI:0114  x-ray crystallography
P61769	P52292	1EFX	MI:0114  x-ray crystallography
P61769	P59595	1X7Q	MI:0114  x-ray crystallography
P61769	P62318	3vri	MI:0114  x-ray crystallography
P61769	P78358	2bnq,2bnr,2f53,2f54,2p5e,2p5w,2pye,3kla	MI:0114  x-ray crystallography
P61769	P78358	2PYE,2F54,2P5E,2F53,2BNR,2P5W	MI:0114  x-ray crystallography
P61769	Q01668	3lv3	MI:0114  x-ray crystallography
P61769	Q03463	3mrg,3mrh,3mri,3mrj,3mrl	MI:0114  x-ray crystallography
P61769	Q07352	1w0v,1w0w	MI:0114  x-ray crystallography
P61769	Q07352	1W0V,1W0W	MI:0114  x-ray crystallography
P61769	Q0QI92	3am8	MI:0114  x-ray crystallography
P61769	Q13126	3ln5	MI:0114  x-ray crystallography
P61769	Q13241	3cdg,3cii	MI:0114  x-ray crystallography
P61769	Q16655	2gt9,2gtw,2gtz,2guo,3mro,3mrp,3mrq	MI:0114  x-ray crystallography
P61769	Q16655	2GTW,2GTZ,2GT9,2GUO	MI:0114  x-ray crystallography
P61769	Q1KW74	2hjl	MI:0114  x-ray crystallography
P61769	Q1M075	2hjk	MI:0114  x-ray crystallography
P61769	Q1WDM0	3mgt	MI:0114  x-ray crystallography
P61769	Q2F4V2	3mgo	MI:0114  x-ray crystallography
P61769	Q3KST2	3sjv,3skm,3sko	MI:0114  x-ray crystallography
P61769	Q3KSU1	3mre,3mrf	MI:0114  x-ray crystallography
P61769	Q49PI7	3tie	MI:0114  x-ray crystallography
P61769	Q69115	1zhk,1zhl	MI:0114  x-ray crystallography
P61769	Q69123	2nw3,2nx5	MI:0114  x-ray crystallography
P61769	Q692E0	3i6k,3to2	MI:0114  x-ray crystallography
P61769	Q6DHI4	1tmc	MI:0114  x-ray crystallography
P61769	Q6IPR8	1BD2	MI:0114  x-ray crystallography
P61769	Q6N089	1w72	MI:0114  x-ray crystallography
P61769	Q6N089	1W72	MI:0114  x-ray crystallography
P61769	Q6P4G7	2NX5	MI:0114  x-ray crystallography
P61769	Q6PIK1	3gjf,3hae	MI:0114  x-ray crystallography
P61769	Q6PIZ8	2po6	MI:0114  x-ray crystallography
P61769	Q6SW59	3mr9,3mrb,3mrc,3mrd	MI:0114  x-ray crystallography
P61769	Q70A61	2bvo,2bvq	MI:0114  x-ray crystallography
P61769	Q70A61	2BVQ	MI:0114  x-ray crystallography
P61769	Q70XD7	2ypk	MI:0114  x-ray crystallography
P61769	Q86942	3dx6,3dx7,3dx8	MI:0114  x-ray crystallography
P61769	Q86UW6	3bhb	MI:0114  x-ray crystallography
P61769	Q89490	3rwj	MI:0114  x-ray crystallography
P61769	Q8B2U6	2bst	MI:0114  x-ray crystallography
P61769	Q8B2U6	2BST	MI:0114  x-ray crystallography
P61769	Q8IJ44	1A1O	MI:0114  x-ray crystallography
P61769	Q8N355	1w72	MI:0114  x-ray crystallography
P61769	Q8N355	1W72	MI:0114  x-ray crystallography
P61769	Q8URG0	2bvp	MI:0114  x-ray crystallography
P61769	Q8WVV4	3bh9	MI:0114  x-ray crystallography
P61769	Q92619	3d25	MI:0114  x-ray crystallography
P61769	Q92959	3mrr	MI:0114  x-ray crystallography
P61769	Q98Y46	2bss	MI:0114  x-ray crystallography
P61769	Q98Y46	2BSS	MI:0114  x-ray crystallography
P61769	Q9BZL6	3bgm	MI:0114  x-ray crystallography
P61769	Q9DIT6	3mrm,3mrn	MI:0114  x-ray crystallography
P61769	Q9NPA0	2uwe	MI:0114  x-ray crystallography
P61769	Q9NPA0	2UWE	MI:0114  x-ray crystallography
P61769	Q9TQB0	1syv	MI:0114  x-ray crystallography
P61769	Q9TQB0	1SYV	MI:0114  x-ray crystallography
P61769	Q9Y5X3	1sys	MI:0114  x-ray crystallography
P61769	Q9Y5X3	1SYS	MI:0114  x-ray crystallography
P61769	Q9YV12	3rl1	MI:0114  x-ray crystallography
P61769	Q9YXL3	4f7m	MI:0114  x-ray crystallography
P61769	Q9YXL6	4f7p,4f7t	MI:0114  x-ray crystallography
P61769	Q9YYH6	3giv	MI:0114  x-ray crystallography
P61769	Q9YYU8	3nfn,3qzw,3rl2	MI:0114  x-ray crystallography
P61770	P14079	2AV1	MI:0114  x-ray crystallography
P61770	Q70A61	2BVO	MI:0114  x-ray crystallography
P61770	Q8URG0	2BVP	MI:0114  x-ray crystallography
P61829	Q2XN67	2xok	MI:0114  x-ray crystallography
P62158	Q92913	4dck	MI:0114  x-ray crystallography
P62306	P62308	2y9a,2y9b,2y9c,2y9d,3cw1,3pgw,3s6n	MI:0114  x-ray crystallography
P62306	P62314	2y9a,2y9b,2y9c,2y9d,3cw1,3pgw,3s6n	MI:0114  x-ray crystallography
P62308	P62314	2y9a,2y9b,2y9c,2y9d,3cw1,3pgw,3s6n	MI:0114  x-ray crystallography
P62308	P62316	2y9a,2y9b,2y9c,2y9d,3cw1,3pgw,3s6n	MI:0114  x-ray crystallography
P62509	Q15788	1tfc	MI:0114  x-ray crystallography
P62794	P62801	1hq3	MI:0114  x-ray crystallography
P62794	P84229	1hq3	MI:0114  x-ray crystallography
P62796	P62801	1tzy	MI:0114  x-ray crystallography
P62796	P84229	1tzy	MI:0114  x-ray crystallography
P62799	Q9YPA9	1ZLA	MI:0114  x-ray crystallography
P62801	P84234	1hq3	MI:0114  x-ray crystallography
P62801	P84236	1tzy,2aro	MI:0114  x-ray crystallography
P62801	Q7KQD1	2aro	MI:0114  x-ray crystallography
P62805	Q9BQA1	4gqb	MI:0114  x-ray crystallography
P62825	P62828	1a2k,1qg4,3ran	MI:0114  x-ray crystallography
P62871	P21279	2BCJ	MI:0114  x-ray crystallography
P62877	Q13309	1ldk	MI:0114  x-ray crystallography
P62877	Q13309	1LDK	MI:0114  x-ray crystallography
P62877	Q15843	3dqv	MI:0114  x-ray crystallography
P62877	Q16531	2hye	MI:0114  x-ray crystallography
P62993	P62994	1gcq,3n84	MI:0114  x-ray crystallography
P63017	Q3TB63	3cqx	MI:0114  x-ray crystallography
P63027	P63045	1sfc	MI:0114  x-ray crystallography
P63041	Q9GM34	1kil	MI:0114  x-ray crystallography
P63045	Q9N0Y0	1sfc	MI:0114  x-ray crystallography
P63096	Q3LRD4	1y3a	MI:0114  x-ray crystallography
P63098	P63100	1m63	MI:0114  x-ray crystallography
P63212	P21279	2BCJ	MI:0114  x-ray crystallography
P64093	P64094	3h6p	MI:0114  x-ray crystallography
P68108	Q69EZ8	1fph	MI:0114  x-ray crystallography
P68135	P02604	1M8Q,1ALM	MI:0114  x-ray crystallography
P68135	P02605	1O18,1O1F,1O19,1O1E,1O1C,1O1G,1O1A,1O1B,1O1D,1MVW	MI:0114  x-ray crystallography
P68135	P02609	1O18,1O1F,1O19,1O1E,1O1C,1O1G,1M8Q,1O1A,1O1B,1O1D,1MVW,1ALM	MI:0114  x-ray crystallography
P68370	Q2HJ86	1z2b	MI:0114  x-ray crystallography
P68433	Q8BX09	2xl3	MI:0114  x-ray crystallography
P68433	Q9D2U9	1U35	MI:0114  x-ray crystallography
P68530	P00428	2EIK,2EIM,2EIL,1OCZ,2ZXW,2OCC,2EIN,2DYS,1OCR,2EIJ,1V54,1OCC,2DYR,1V55,1OCO	MI:0114  x-ray crystallography
P68530	P00430	2EIK,2EIM,2EIL,1OCZ,2ZXW,2OCC,2EIN,2DYS,1OCR,2EIJ,1V54,1OCC,2DYR,1V55,1OCO	MI:0114  x-ray crystallography
P68530	P07470	2EIK,2EIM,2EIL,1OCZ,2ZXW,2OCC,2EIN,2DYS,1OCR,2EIJ,1V54,1OCC,2DYR,1V55,1OCO	MI:0114  x-ray crystallography
P68530	P07471	2EIK,2EIM,2EIL,1OCZ,2ZXW,2OCC,2EIN,2DYS,1OCR,2EIJ,1V54,1OCC,2DYR,1V55,1OCO	MI:0114  x-ray crystallography
P68530	P10175	2EIK,2EIM,2EIL,1OCZ,2ZXW,2OCC,2EIN,2DYS,1OCR,2EIJ,1V54,1OCC,2DYR,1V55,1OCO	MI:0114  x-ray crystallography
P68871	P68873	1uiw	MI:0114  x-ray crystallography
P68871	Q8NW39	3szk	MI:0114  x-ray crystallography
P70195	Q9R1P0	3unb,3une	MI:0114  x-ray crystallography
P70195	Q9R1P3	3unb,3une	MI:0114  x-ray crystallography
P70195	Q9Z2U0	3unb,3une	MI:0114  x-ray crystallography
P70195	Q9Z2U1	3unb,3une	MI:0114  x-ray crystallography
P70365	Q15788	1fm6,1fm9,1k74,1kv6,1p8d,1tfc,1xv9,1xvp	MI:0114  x-ray crystallography
P72391	Q5SKH9	2cf2	MI:0114  x-ray crystallography
P80592	Q8IFK4	1yhu	MI:0114  x-ray crystallography
P83791	P83796	1vf5,2d2c,2e74,2e75,2e76	MI:0114  x-ray crystallography
P83791	P83796	2E74,1VF5,2E76,2D2C,2E75	MI:0114  x-ray crystallography
P83794	P83796	1vf5,2d2c,2e74,2e75,2e76	MI:0114  x-ray crystallography
P83794	P83796	2E74,1VF5,2E76,2D2C,2E75	MI:0114  x-ray crystallography
P83794	P83797	1vf5,2d2c,2e74,2e75,2e76	MI:0114  x-ray crystallography
P83794	P83797	2E74,1VF5,2E76,2D2C,2E75	MI:0114  x-ray crystallography
P83795	P83797	1vf5,2d2c,2e74,2e75,2e76	MI:0114  x-ray crystallography
P83795	P83797	2E74,1VF5,2E76,2D2C,2E75	MI:0114  x-ray crystallography
P84229	Q16778	1hq3	MI:0114  x-ray crystallography
P84229	Q7KQD1	2aro	MI:0114  x-ray crystallography
P84233	Q9D2U9	2F8N	MI:0114  x-ray crystallography
P84233	Q9YPA9	1ZLA	MI:0114  x-ray crystallography
P84234	Q16778	1hq3	MI:0114  x-ray crystallography
P87123	Q09191	3h0g	MI:0114  x-ray crystallography
P87123	Q92399	3h0g	MI:0114  x-ray crystallography
P87262	Q02326	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P87262	Q02753	3izs,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P87262	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
P87677	Q0QEE1	1fmd	MI:0114  x-ray crystallography
P87677	Q3YMP3	1fod	MI:0114  x-ray crystallography
P87677	Q65095	1fmd	MI:0114  x-ray crystallography
P87677	Q6PMU9	1fod	MI:0114  x-ray crystallography
P87677	Q84771	1fod	MI:0114  x-ray crystallography
P88961	Q76RF1	3cl3	MI:0114  x-ray crystallography
P92506	Q33862	3vr8,3vrb	MI:0114  x-ray crystallography
P95989	Q97ZJ9	2pmz,3hkz	MI:0114  x-ray crystallography
P95989	Q980A3	2pmz,3hkz	MI:0114  x-ray crystallography
P95989	Q980B8	3hkz	MI:0114  x-ray crystallography
P95989	Q980L5	3hkz	MI:0114  x-ray crystallography
P95989	Q980Q9	2pmz,3hkz	MI:0114  x-ray crystallography
P95989	Q980R2	2pmz,3hkz	MI:0114  x-ray crystallography
P95989	Q9UXD9	2pmz,3hkz	MI:0114  x-ray crystallography
P99026	Q9QUM9	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
P99026	Q9R1P0	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
P99026	Q9R1P1	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
P99026	Q9R1P3	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
P99026	Q9Z2U0	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
P99026	Q9Z2U1	3unb,3une,3unf,3unh	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q8CM25	1s5l	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q8DHA7	1s5l	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q8DIF8	1s5l	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q8DIN8	1s5l	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q8DIN9	1s5l	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q8DIP0	1s5l	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q8DIQ0	1s5l	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q8DIQ1	1s5l	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q8DJ43	1s5l	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q8DJZ6	1s5l	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q9F1L5	1s5l	MI:0114  x-ray crystallography
PSBZ_SYNEL	Q9F1R6	1s5l	MI:0114  x-ray crystallography
Q00457	Q00460	3dhg,3dhh,3dhi,3ge3,3ge8,3i5j,3i63,3q14,3q2a,3q3m,3q3n,3q3o,3ri7,3rmk	MI:0114  x-ray crystallography
Q00457	Q6Q8Q6	3dhg	MI:0114  x-ray crystallography
Q00460	Q6Q8Q6	3dhg	MI:0114  x-ray crystallography
Q00471	P50369	1Q90	MI:0114  x-ray crystallography
Q00471	Q42496	1q90	MI:0114  x-ray crystallography
Q00471	Q42496	1Q90	MI:0114  x-ray crystallography
Q01667	P05310	2O01,1YO9	MI:0114  x-ray crystallography
Q01667	P05311	2O01,1YO9	MI:0114  x-ray crystallography
Q01667	P10793	2O01,1YO9	MI:0114  x-ray crystallography
Q01667	P12353	2O01	MI:0114  x-ray crystallography
Q01667	P12355	2O01	MI:0114  x-ray crystallography
Q01667	P12357	2O01,1YO9	MI:0114  x-ray crystallography
Q01667	P17227	2O01,1YO9	MI:0114  x-ray crystallography
Q01667	P17230	2O01	MI:0114  x-ray crystallography
Q01667	P22179	2O01	MI:0114  x-ray crystallography
Q01667	Q0WR83	2O01	MI:0114  x-ray crystallography
Q01667	Q41038	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q01667	Q41038	2O01	MI:0114  x-ray crystallography
Q01667	Q41385	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q01667	Q41385	2O01	MI:0114  x-ray crystallography
Q01667	Q84U30	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q01667	Q84U30	2O01	MI:0114  x-ray crystallography
Q01667	Q9S831	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q01667	Q9S831	2O01	MI:0114  x-ray crystallography
Q01667	Q9SQL2	2o01,2wsc,2wse,2wsf	MI:0114  x-ray crystallography
Q01667	Q9SY97	2o01	MI:0114  x-ray crystallography
Q01855	Q08745	3u5c,3u5g	MI:0114  x-ray crystallography
Q01855	Q3E792	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
Q01855	Q3E7X9	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
Q02061	Q09191	3h0g	MI:0114  x-ray crystallography
Q02061	Q92399	3h0g	MI:0114  x-ray crystallography
Q02326	Q02753	3izs,3o58,3o5h,3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
Q02326	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
Q02753	Q12690	3u5e,3u5i,4b6a	MI:0114  x-ray crystallography
Q03736	Q8KRK5	1m56,1m57	MI:0114  x-ray crystallography
Q03736	Q8KRK5	1M56,1M57	MI:0114  x-ray crystallography
Q04637	Q32Q75	2w97	MI:0114  x-ray crystallography
Q04637	Q6EVI3	2w97	MI:0114  x-ray crystallography
Q04KN9	Q97QZ1	2p5t	MI:0114  x-ray crystallography
Q06259	Q71T67	3k33	MI:0114  x-ray crystallography
Q06265	Q5RKV6	2nn6	MI:0114  x-ray crystallography
Q06265	Q5RKV6	2NN6	MI:0114  x-ray crystallography
Q06265	Q9Y3B2	2nn6	MI:0114  x-ray crystallography
Q06265	Q9Y3B2	2NN6	MI:0114  x-ray crystallography
Q07717	Q9Q0U7	3qq3	MI:0114  x-ray crystallography
Q08209	Q5F2G0	2r28	MI:0114  x-ray crystallography
Q08362	P50369	1Q90	MI:0114  x-ray crystallography
Q08603	P37727	1LTX	MI:0114  x-ray crystallography
Q08745	Q3E792	3u5c,3u5g	MI:0114  x-ray crystallography
Q08745	Q3E7X9	3u5c,3u5g	MI:0114  x-ray crystallography
Q09191	Q92399	3h0g	MI:0114  x-ray crystallography
Q0H3F4	Q54944	3q8x	MI:0114  x-ray crystallography
Q0QEE1	Q65095	1fmd	MI:0114  x-ray crystallography
Q0QF01	A5GZW8	1ZOY,1ZP0	MI:0114  x-ray crystallography
Q0TCQ9	Q32BD3	2r1a	MI:0114  x-ray crystallography
Q0WR83	P05310	2O01	MI:0114  x-ray crystallography
Q0WR83	P05311	2O01	MI:0114  x-ray crystallography
Q0WR83	P10793	2O01	MI:0114  x-ray crystallography
Q0WR83	P12353	2O01	MI:0114  x-ray crystallography
Q0WR83	P12355	2O01	MI:0114  x-ray crystallography
Q0WR83	P12357	2O01	MI:0114  x-ray crystallography
Q0WR83	P17227	2O01	MI:0114  x-ray crystallography
Q0WR83	P17230	2O01	MI:0114  x-ray crystallography
Q0WR83	P22179	2O01	MI:0114  x-ray crystallography
Q0WR83	Q41385	2O01	MI:0114  x-ray crystallography
Q0WR83	Q9S831	2O01	MI:0114  x-ray crystallography
Q0WR83	Q9SQL2	2O01	MI:0114  x-ray crystallography
Q13042	Q6YDN7	3hym	MI:0114  x-ray crystallography
Q13291	P06241	1M27	MI:0114  x-ray crystallography
Q14653	P05412	1T2K	MI:0114  x-ray crystallography
Q148J6	Q3T035	1k8k,1tyq,1u2v,2p9i,2p9k,2p9l,2p9n,2p9p,2p9s,2p9u,3dxk,3dxm,3rse	MI:0114  x-ray crystallography
Q15019	Q16181	2qag	MI:0114  x-ray crystallography
Q15019	Q16181	2QAG	MI:0114  x-ray crystallography
Q15024	Q96B26	2nn6	MI:0114  x-ray crystallography
Q15024	Q9NQT4	2nn6	MI:0114  x-ray crystallography
Q15370	Q16665	1lm8,1lqb,4ajy	MI:0114  x-ray crystallography
Q15370	Q16665	1LQB,1LM8	MI:0114  x-ray crystallography
Q15596	Q5RIG3	2zy0,3ozj	MI:0114  x-ray crystallography
Q15596	Q8BN74	2p15,3e7c,3gn8,3k22,3l0l	MI:0114  x-ray crystallography
Q15819	Q96FW1	3von	MI:0114  x-ray crystallography
Q16531	P62877	2HYE	MI:0114  x-ray crystallography
Q16938	Q5JVE8	2h9e	MI:0114  x-ray crystallography
Q16940	Q5JVE8	2p3f	MI:0114  x-ray crystallography
Q2TBP0	Q32KL2	1iru	MI:0114  x-ray crystallography
Q2TBP0	Q32KL2	1IRU	MI:0114  x-ray crystallography
Q2TBP0	Q3T0X5	1iru	MI:0114  x-ray crystallography
Q2TBP0	Q3ZBG0	1iru	MI:0114  x-ray crystallography
Q2TBP0	Q3ZCK9	1iru	MI:0114  x-ray crystallography
Q2TBP0	Q58DU5	1iru	MI:0114  x-ray crystallography
Q2TBP0	Q5E987	1iru	MI:0114  x-ray crystallography
Q2TBP0	Q5E9K0	1iru	MI:0114  x-ray crystallography
Q2TBP0	Q5E9K0	1IRU	MI:0114  x-ray crystallography
Q2TBX6	Q2YDE4	1iru	MI:0114  x-ray crystallography
Q2TBX6	Q2YDE4	1IRU	MI:0114  x-ray crystallography
Q2TBX6	Q3MHN0	1iru	MI:0114  x-ray crystallography
Q2TBX6	Q3MHN0	1IRU	MI:0114  x-ray crystallography
Q2TBX6	Q3T0Y5	1iru	MI:0114  x-ray crystallography
Q2TBX6	Q3T0Y5	1IRU	MI:0114  x-ray crystallography
Q2TBX6	Q3ZBG0	1iru	MI:0114  x-ray crystallography
Q2TBX6	Q3ZBG0	1IRU	MI:0114  x-ray crystallography
Q2TBX6	Q3ZCK9	1iru	MI:0114  x-ray crystallography
Q2TBX6	Q3ZCK9	1IRU	MI:0114  x-ray crystallography
Q2TBX6	Q58DU5	1iru	MI:0114  x-ray crystallography
Q2TBX6	Q58DU5	1IRU	MI:0114  x-ray crystallography
Q2TBX6	Q5E9K0	1iru	MI:0114  x-ray crystallography
Q2TBX6	Q5E9K0	1IRU	MI:0114  x-ray crystallography
Q2YDE4	P33672	1IRU	MI:0114  x-ray crystallography
Q2YDE4	Q32KL2	1iru	MI:0114  x-ray crystallography
Q2YDE4	Q32KL2	1IRU	MI:0114  x-ray crystallography
Q2YDE4	Q3T0X5	1iru	MI:0114  x-ray crystallography
Q2YDE4	Q3T0X5	1IRU	MI:0114  x-ray crystallography
Q2YDE4	Q3T108	1iru	MI:0114  x-ray crystallography
Q2YDE4	Q3ZBG0	1iru	MI:0114  x-ray crystallography
Q2YDE4	Q3ZBG0	1IRU	MI:0114  x-ray crystallography
Q2YDE4	Q5E987	1iru	MI:0114  x-ray crystallography
Q2YDE4	Q5E987	1IRU	MI:0114  x-ray crystallography
Q2YDE4	Q5E9K0	1iru	MI:0114  x-ray crystallography
Q2YDE4	Q5E9K0	1IRU	MI:0114  x-ray crystallography
Q32904	Q41038	3lw5	MI:0114  x-ray crystallography
Q32904	Q9SQL2	3lw5	MI:0114  x-ray crystallography
Q32KL2	Q3MHN0	1iru	MI:0114  x-ray crystallography
Q32KL2	Q3T0X5	1iru	MI:0114  x-ray crystallography
Q32KL2	Q3T0Y5	1iru	MI:0114  x-ray crystallography
Q32KL2	Q3T108	1iru	MI:0114  x-ray crystallography
Q32KL2	Q3ZCK9	1iru	MI:0114  x-ray crystallography
Q32KL2	Q58DU5	1iru	MI:0114  x-ray crystallography
Q38087	Q7Y265	2atq	MI:0114  x-ray crystallography
Q38784	Q38789	1bwu	MI:0114  x-ray crystallography
Q39255	Q9LMA8	3ogk,3ogl,3ogm	MI:0114  x-ray crystallography
Q3E792	Q3E7X9	3izb,3o2z,3o30,3u5c,3u5g	MI:0114  x-ray crystallography
Q3JP15	Q63R49	3ez4	MI:0114  x-ray crystallography
Q3MHN0	P33672	1IRU	MI:0114  x-ray crystallography
Q3MHN0	Q32KL2	1IRU	MI:0114  x-ray crystallography
Q3MHN0	Q3T0X5	1iru	MI:0114  x-ray crystallography
Q3MHN0	Q3T0Y5	1iru	MI:0114  x-ray crystallography
Q3MHN0	Q3ZBG0	1iru	MI:0114  x-ray crystallography
Q3MHN0	Q3ZCK9	1iru	MI:0114  x-ray crystallography
Q3MHN0	Q5E987	1iru	MI:0114  x-ray crystallography
Q3MHN0	Q5E9K0	1iru	MI:0114  x-ray crystallography
Q3MHN0	Q5E9K0	1IRU	MI:0114  x-ray crystallography
Q3MHR7	Q3SYX9	1k8k,1tyq,1u2v,2p9i,2p9k,2p9l,2p9n,2p9p,2p9s,2p9u,3dxk,3dxm,3rse	MI:0114  x-ray crystallography
Q3MHR7	Q3SYX9	2P9N,1K8K,2P9U,1U2V,2P9P,1TYQ,2P9S,2P9L,2P9I,2P9K	MI:0114  x-ray crystallography
Q3MHR7	Q3T035	1k8k,1tyq,1u2v,2p9i,2p9k,2p9l,2p9n,2p9p,2p9s,2p9u,3dxk,3dxm,3rse	MI:0114  x-ray crystallography
Q3MHR7	Q3T035	2P9N,1K8K,2P9U,1U2V,2P9P,1TYQ,2P9S,2P9L,2P9I,2P9K	MI:0114  x-ray crystallography
Q3SYX9	Q3T035	1k8k,1tyq,1u2v,2p9i,2p9k,2p9l,2p9n,2p9p,2p9s,2p9u,3dxk,3dxm,3rse	MI:0114  x-ray crystallography
Q3T035	Q148J6	2P9N,1K8K,2P9U,1U2V,2P9P,1TYQ,2P9S,2P9L,2P9I,2P9K	MI:0114  x-ray crystallography
Q3T035	Q3SYX9	2P9N,1K8K,2P9U,1U2V,2P9P,1TYQ,2P9S,2P9L,2P9I,2P9K	MI:0114  x-ray crystallography
Q3T035	Q58CQ2	1k8k,1tyq,1u2v,2p9i,2p9k,2p9l,2p9n,2p9p,2p9s,2p9u,3dxk,3dxm,3rse	MI:0114  x-ray crystallography
Q3T0B3	Q8N684	3n9u	MI:0114  x-ray crystallography
Q3T0X5	P33672	1IRU	MI:0114  x-ray crystallography
Q3T0X5	Q2TBP0	1IRU	MI:0114  x-ray crystallography
Q3T0X5	Q32KL2	1IRU	MI:0114  x-ray crystallography
Q3T0X5	Q3MHN0	1IRU	MI:0114  x-ray crystallography
Q3T0X5	Q3ZBG0	1iru	MI:0114  x-ray crystallography
Q3T0X5	Q5E9K0	1iru	MI:0114  x-ray crystallography
Q3T0X5	Q5E9K0	1IRU	MI:0114  x-ray crystallography
Q3T0Y5	Q32KL2	1IRU	MI:0114  x-ray crystallography
Q3T0Y5	Q3MHN0	1IRU	MI:0114  x-ray crystallography
Q3T0Y5	Q3T108	1iru	MI:0114  x-ray crystallography
Q3T0Y5	Q5E9K0	1iru	MI:0114  x-ray crystallography
Q3T0Y5	Q5E9K0	1IRU	MI:0114  x-ray crystallography
Q3T108	P33672	1IRU	MI:0114  x-ray crystallography
Q3T108	Q2YDE4	1IRU	MI:0114  x-ray crystallography
Q3T108	Q32KL2	1IRU	MI:0114  x-ray crystallography
Q3T108	Q3T0Y5	1IRU	MI:0114  x-ray crystallography
Q3T108	Q3ZBG0	1iru	MI:0114  x-ray crystallography
Q3T108	Q3ZBG0	1IRU	MI:0114  x-ray crystallography
Q3T108	Q3ZCK9	1iru	MI:0114  x-ray crystallography
Q3T108	Q3ZCK9	1IRU	MI:0114  x-ray crystallography
Q3T108	Q5E987	1iru	MI:0114  x-ray crystallography
Q3T108	Q5E987	1IRU	MI:0114  x-ray crystallography
Q3T108	Q5E9K0	1iru	MI:0114  x-ray crystallography
Q3T108	Q5E9K0	1IRU	MI:0114  x-ray crystallography
Q3UDA2	Q62871	2pg1	MI:0114  x-ray crystallography
Q3YMP3	Q6PMU9	1fod	MI:0114  x-ray crystallography
Q3YMP3	Q84771	1fod	MI:0114  x-ray crystallography
Q3ZBG0	P33672	1IRU	MI:0114  x-ray crystallography
Q3ZBG0	Q2TBP0	1IRU	MI:0114  x-ray crystallography
Q3ZBG0	Q3MHN0	1IRU	MI:0114  x-ray crystallography
Q3ZBG0	Q3T0X5	1IRU	MI:0114  x-ray crystallography
Q3ZBG0	Q58DU5	1iru	MI:0114  x-ray crystallography
Q3ZBG0	Q58DU5	1IRU	MI:0114  x-ray crystallography
Q3ZCK9	Q2TBP0	1IRU	MI:0114  x-ray crystallography
Q3ZCK9	Q32KL2	1IRU	MI:0114  x-ray crystallography
Q3ZCK9	Q3MHN0	1IRU	MI:0114  x-ray crystallography
Q3ZDQ7	Q3ZDR0	2gag,2gah	MI:0114  x-ray crystallography
Q3ZDR0	Q3ZDQ7	2GAH,2GAG	MI:0114  x-ray crystallography
Q41038	P05310	2O01	MI:0114  x-ray crystallography
Q41038	P05311	2O01	MI:0114  x-ray crystallography
Q41038	P10793	2O01	MI:0114  x-ray crystallography
Q41038	P12353	2O01	MI:0114  x-ray crystallography
Q41038	P12355	2O01	MI:0114  x-ray crystallography
Q41038	P12357	2O01	MI:0114  x-ray crystallography
Q41038	P17227	2O01	MI:0114  x-ray crystallography
Q41038	P17230	2O01	MI:0114  x-ray crystallography
Q41038	P22179	2O01	MI:0114  x-ray crystallography
Q41038	Q0WR83	2O01	MI:0114  x-ray crystallography
